基金代码,基金简称,发行公司,基金类型,集中认购期,募集份额,成立日期,成立来涨幅,基金经理,申购状态,优惠费率
013844,中信建投睿选6个月持有混合(FOF)A,中信建投基金,FOF,21/10/25～21/10/29,3.32,2021-11-02,-17.97,刘宁,开放申购,0.12
012450,长信颐年养老三年持有混合(FOF)A,长信基金,FOF,21/10/22～22/01/12,2.99,2022-01-14,-4.74,杨帆,开放申购,0.15
017409,长信颐年养老三年持有混合(FOF)Y,长信基金,FOF,21/10/22～22/01/12,,2022-11-21,3.09,杨帆,开放申购,0.0
013285,上银价值增长3个月持有期混合C,上银基金,混合型-平衡,21/10/22～21/12/16,2.15,2021-12-20,0.14,"赵治烨,陈博",开放申购,0.0
013284,上银价值增长3个月持有期混合A,上银基金,混合型-平衡,21/10/22～21/12/16,2.15,2021-12-20,0.53,"赵治烨,陈博",开放申购,0.15
012530,永赢惠添盈一年持有混合,永赢基金,混合型-偏股,21/10/22～21/11/05,2.64,2021-11-09,-14.45,"李永兴,许拓",开放申购,0.15
012410,海富通成长领航混合A,海富通基金,混合型-偏股,21/10/21～21/12/03,5.0,2021-12-07,-20.15,范庭芳,开放申购,0.15
012411,海富通成长领航混合C,海富通基金,混合型-偏股,21/10/21～21/12/03,5.0,2021-12-07,-21.0,范庭芳,开放申购,0.0
012340,东财食品饮料A,东财基金,指数型-股票,21/10/21～21/10/29,0.7,2021-11-02,-11.16,杨路炜,开放申购,0.15
012341,东财食品饮料C,东财基金,指数型-股票,21/10/21～21/10/29,0.7,2021-11-02,-11.53,杨路炜,开放申购,0.0
013381,中欧甄选3个月持有混合(FOF)A,中欧基金,FOF,21/10/20～21/10/26,20.69,2021-10-28,-11.29,桑磊,开放申购,0.12
013382,中欧甄选3个月持有混合(FOF)C,中欧基金,FOF,21/10/20～21/10/26,20.69,2021-10-28,-12.3,桑磊,开放申购,0.0
013078,方正富邦策略轮动混合A,方正富邦基金,混合型-偏股,21/10/18～21/11/10,6.55,2021-11-12,-7.97,崔建波,开放申购,0.15
013079,方正富邦策略轮动混合C,方正富邦基金,混合型-偏股,21/10/18～21/11/10,6.55,2021-11-12,-8.99,崔建波,开放申购,0.0
013755,中银证券内需增长混合A,中银证券,混合型-偏股,21/10/18～21/11/05,3.11,2021-11-09,-34.2,刘航,开放申购,0.15
013756,中银证券内需增长混合C,中银证券,混合型-偏股,21/10/18～21/11/05,3.11,2021-11-09,-34.57,刘航,开放申购,0.0
012770,光大创新生活混合,光大保德信基,混合型-偏股,21/10/18～21/11/05,4.11,2021-11-09,-18.65,詹佳,开放申购,0.15
012485,建信汇益一年持有混合A,建信基金,混合型-偏债,21/10/18～21/11/03,16.27,2021-11-05,0.21,"黎颖芳,尹润泉",开放申购,0.08
012486,建信汇益一年持有混合C,建信基金,混合型-偏债,21/10/18～21/11/03,16.27,2021-11-05,-0.36,"黎颖芳,尹润泉",开放申购,0.0
013465,博时智选量化多因子股票A,博时基金,股票型,21/10/18～21/10/29,4.74,2021-11-02,-3.59,刘钊,开放申购,0.15
013462,鹏扬成长先锋混合C,鹏扬基金,混合型-偏股,21/10/18～21/10/29,4.48,2021-11-02,-29.29,伍智勇,开放申购,0.0
012705,中银兴利稳健回报灵活配置混合C,中银基金,混合型-灵活,21/10/18～21/10/29,5.16,2021-11-03,-14.35,王睿,开放申购,0.0
012704,中银兴利稳健回报灵活配置混合A,中银基金,混合型-灵活,21/10/18～21/10/29,5.16,2021-11-03,-13.62,王睿,开放申购,0.15
013561,中融匠心优选混合A,中融基金,混合型-偏股,21/10/18～21/10/29,7.59,2021-11-02,-9.56,柯海东,开放申购,0.15
013562,中融匠心优选混合C,中融基金,混合型-偏股,21/10/18～21/10/29,7.59,2021-11-02,-10.58,柯海东,开放申购,0.0
013461,鹏扬成长先锋混合A,鹏扬基金,混合型-偏股,21/10/18～21/10/29,4.48,2021-11-02,-28.88,伍智勇,开放申购,0.15
013466,博时智选量化多因子股票C,博时基金,股票型,21/10/18～21/10/29,4.74,2021-11-02,-4.28,刘钊,开放申购,0.0
013051,汇泉臻心致远混合A,汇泉基金,混合型-偏股,21/10/18～21/10/28,6.51,2021-11-02,-32.11,"梁永强,周晓东",开放申购,0.15
013052,汇泉臻心致远混合C,汇泉基金,混合型-偏股,21/10/18～21/10/28,6.51,2021-11-02,-32.5,"梁永强,周晓东",开放申购,0.0
013559,招商均衡回报混合A,招商基金,混合型-偏股,21/10/18～21/10/27,5.07,2021-10-29,-6.88,郭锐,开放申购,0.15
013560,招商均衡回报混合C,招商基金,混合型-偏股,21/10/18～21/10/27,5.07,2021-10-29,-7.95,郭锐,开放申购,0.0
012620,嘉实中证软件服务ETF联接C,嘉实基金,指数型-股票,21/10/18～21/10/19,4.29,2021-10-21,8.0,田光远,开放申购,0.0
012619,嘉实中证软件服务ETF联接A,嘉实基金,指数型-股票,21/10/18～21/10/19,4.29,2021-10-21,8.37,田光远,开放申购,0.1
013834,国泰中证500ETF发起联接C,国泰基金,指数型-股票,21/10/18～21/10/18,0.1,2021-10-20,-5.89,黄岳,开放申购,0.0
013602,国泰中证光伏产业ETF发起联接C,国泰基金,指数型-股票,21/10/18～21/10/18,0.1,2021-10-20,-21.08,王玉,开放申购,0.0
013601,国泰中证光伏产业ETF发起联接A,国泰基金,指数型-股票,21/10/18～21/10/18,0.1,2021-10-20,-20.74,王玉,开放申购,0.1
013833,国泰中证500ETF发起联接A,国泰基金,指数型-股票,21/10/18～21/10/18,0.1,2021-10-20,-5.49,黄岳,开放申购,0.1
013837,博时时代消费混合C,博时基金,混合型-偏股,21/10/15～21/12/17,6.47,2021-12-21,-13.35,"肖瑞瑾,王诗瑶",开放申购,0.0
013836,博时时代消费混合A,博时基金,混合型-偏股,21/10/15～21/12/17,6.47,2021-12-21,-12.44,"肖瑞瑾,王诗瑶",开放申购,0.15
012480,汇安信泰稳健一年持有期混合C,汇安基金,混合型-偏债,21/10/15～21/11/05,2.59,2021-11-09,-8.55,仇秉则,开放申购,0.0
012479,汇安信泰稳健一年持有期混合A,汇安基金,混合型-偏债,21/10/15～21/11/05,2.59,2021-11-09,-8.03,仇秉则,开放申购,0.1
013519,易方达汇智平衡养老目标三年持有混合(FOF)A,易方达基金,FOF,21/10/13～21/11/02,2.43,2021-11-04,-4.25,汪玲,开放申购,0.12
013850,同泰优选配置3个月持有混合(FOF)C,同泰基金,FOF,21/10/13～21/10/27,2.31,2021-10-29,-12.43,刘坚,开放申购,0.0
013849,同泰优选配置3个月持有混合(FOF)A,同泰基金,FOF,21/10/13～21/10/27,2.31,2021-10-29,-12.12,刘坚,开放申购,0.06
013436,大成景气精选六个月持有混合C,大成基金,混合型-偏股,21/10/13～21/10/26,47.99,2021-10-28,-12.52,韩创,开放申购,0.0
013435,大成景气精选六个月持有混合A,大成基金,混合型-偏股,21/10/13～21/10/26,47.99,2021-10-28,-11.76,韩创,开放申购,0.15
013678,富国信享回报12个月持有混合A,富国基金,混合型-偏债,21/10/13～21/10/22,9.51,2021-10-27,0.7,"易智泉,张士扬",开放申购,0.08
013679,富国信享回报12个月持有混合C,富国基金,混合型-偏债,21/10/13～21/10/22,9.51,2021-10-27,0.12,"易智泉,张士扬",开放申购,0.0
013816,汇添富中证光伏产业指数增强发起式A,汇添富基金,指数型-股票,21/10/13～21/10/22,1.77,2021-10-26,-24.53,赖中立,开放申购,0.12
013817,汇添富中证光伏产业指数增强发起式C,汇添富基金,指数型-股票,21/10/13～21/10/22,1.77,2021-10-26,-24.8,赖中立,开放申购,0.0
012647,中欧洞见一年持有混合,中欧基金,混合型-偏股,21/10/13～21/10/21,34.07,2021-10-25,-5.88,"周蔚文,代云锋",开放申购,0.0
013448,华宝中证智能制造主题ETF发起式联接C,华宝基金,指数型-股票,21/10/13～21/10/19,0.21,2021-10-21,-2.87,张放,开放申购,0.0
013447,华宝中证智能制造主题ETF发起式联接A,华宝基金,指数型-股票,21/10/13～21/10/19,0.21,2021-10-21,-2.44,张放,开放申购,0.1
012258,天弘鑫悦成长混合A,天弘基金,混合型-偏股,21/10/12～21/12/24,3.48,2021-12-28,5.22,陈国光,开放申购,0.15
012259,天弘鑫悦成长混合C,天弘基金,混合型-偏股,21/10/12～21/12/24,3.48,2021-12-28,4.68,陈国光,开放申购,0.0
012188,华安优势龙头混合A,华安基金,混合型-偏股,21/10/12～21/11/12,12.59,2021-11-16,-28.71,盛骅,开放申购,0.15
012189,华安优势龙头混合C,华安基金,混合型-偏股,21/10/12～21/11/12,12.59,2021-11-16,-29.2,盛骅,开放申购,0.0
013486,尚正竞争优势混合发起C,尚正基金,混合型-偏股,21/10/12～21/10/29,1.81,2021-11-02,0.59,张志梅,开放申购,0.0
013485,尚正竞争优势混合发起A,尚正基金,混合型-偏股,21/10/12～21/10/29,1.81,2021-11-02,1.46,张志梅,开放申购,0.15
012505,华安民享稳健养老目标一年持有混合发起(FOF)A,华安基金,FOF,21/10/12～21/10/18,20.39,2021-10-22,-0.72,"袁冠群,杨志远",开放申购,0.12
017276,华安民享稳健养老目标一年持有混合发起(FOF)Y,华安基金,FOF,21/10/12～21/10/18,,2022-11-11,1.25,"袁冠群,杨志远",开放申购,0.0
012157,汇添富上证50基本面增强指数A,汇添富基金,指数型-股票,21/10/11～22/01/10,2.21,2022-01-12,-14.77,黄耀锋,开放申购,0.15
012158,汇添富上证50基本面增强指数C,汇添富基金,指数型-股票,21/10/11～22/01/10,2.21,2022-01-12,-15.24,黄耀锋,开放申购,0.0
012213,天弘中证高端装备制造增强C,天弘基金,指数型-股票,21/10/11～21/12/24,2.19,2021-12-28,-17.49,"杨超,刘笑明",开放申购,0.0
012212,天弘中证高端装备制造增强A,天弘基金,指数型-股票,21/10/11～21/12/24,2.19,2021-12-28,-17.18,"杨超,刘笑明",开放申购,0.15
012305,浦银安盛鑫锐混合C,浦银安盛基金,混合型-偏债,21/10/11～21/11/10,2.0,2021-11-15,-3.14,卢烨彬,开放申购,0.0
012304,浦银安盛鑫锐混合A,浦银安盛基金,混合型-偏债,21/10/11～21/11/10,2.0,2021-11-15,-2.67,卢烨彬,开放申购,0.08
010641,财通稳进回报6个月持有混合C,财通基金,混合型-偏债,21/10/11～21/11/05,3.95,2021-11-10,2.78,"朱海东,罗晓倩",开放申购,0.0
010640,财通稳进回报6个月持有混合A,财通基金,混合型-偏债,21/10/11～21/11/05,3.95,2021-11-10,3.21,"朱海东,罗晓倩",开放申购,0.08
013470,泰信低碳经济混合发起式C,泰信基金,混合型-偏股,21/10/11～21/10/29,0.62,2021-11-03,-31.04,吴秉韬,开放申购,0.0
012405,天弘国证建筑材料指数发起式A,天弘基金,指数型-股票,21/10/11～21/10/29,0.12,2021-11-02,-12.65,陈瑶,开放申购,0.1
012419,天弘国证建筑材料指数发起式C,天弘基金,指数型-股票,21/10/11～21/10/29,0.12,2021-11-02,-12.9,陈瑶,开放申购,0.0
013469,泰信低碳经济混合发起式A,泰信基金,混合型-偏股,21/10/11～21/10/29,0.62,2021-11-03,-30.54,吴秉韬,开放申购,0.15
013642,博道成长智航股票C,博道基金,股票型,21/10/11～21/10/22,27.93,2021-10-26,-10.25,杨梦,开放申购,0.0
013185,广发恒阳一年持有混合C,广发基金,混合型-偏债,21/10/11～21/10/22,19.52,2021-10-27,4.97,曾刚,开放申购,0.0
013634,申万菱信双利混合A,申万菱信基金,混合型-偏债,21/10/11～21/10/22,9.58,2021-10-27,-4.44,"唐俊杰,付娟",开放申购,0.12
013393,信澳价值精选混合A,信达澳亚基金,混合型-偏股,21/10/11～21/10/22,4.73,2021-10-26,-8.87,是星涛,开放申购,0.15
013635,申万菱信双利混合C,申万菱信基金,混合型-偏债,21/10/11～21/10/22,9.58,2021-10-27,-4.99,"唐俊杰,付娟",开放申购,0.0
013126,华夏中证细分食品饮料产业主题ETF发起式联接C,华夏基金,指数型-股票,21/10/11～21/10/22,0.31,2021-10-26,-7.74,徐猛,开放申购,0.0
013676,兴银兴慧一年持有混合A,兴银基金,混合型-偏债,21/10/11～21/10/22,20.67,2021-10-26,4.44,袁作栋,开放申购,0.1
013641,博道成长智航股票A,博道基金,股票型,21/10/11～21/10/22,27.93,2021-10-26,-9.59,杨梦,开放申购,1.5
013184,广发恒阳一年持有混合A,广发基金,混合型-偏债,21/10/11～21/10/22,19.52,2021-10-27,5.58,曾刚,开放申购,0.08
013125,华夏中证细分食品饮料产业主题ETF发起式联接A,华夏基金,指数型-股票,21/10/11～21/10/22,0.31,2021-10-26,-7.34,徐猛,开放申购,0.12
013394,信澳价值精选混合C,信达澳亚基金,混合型-偏股,21/10/11～21/10/22,4.73,2021-10-26,-9.92,是星涛,开放申购,0.0
013677,兴银兴慧一年持有混合C,兴银基金,混合型-偏债,21/10/11～21/10/22,20.67,2021-10-26,4.29,袁作栋,开放申购,0.0
013810,广发科创板50ETF发起联接A,广发基金,指数型-股票,21/10/11～21/10/18,0.24,2021-10-20,-16.71,陆志明,开放申购,0.12
013811,广发科创板50ETF发起联接C,广发基金,指数型-股票,21/10/11～21/10/18,0.24,2021-10-20,-17.07,陆志明,开放申购,0.0
013803,财通资管中证钢铁指数发起式C,财通资管,指数型-股票,21/10/11～21/10/11,0.1,2021-10-13,-20.24,辛晨晨,开放申购,0.0
013802,财通资管中证钢铁指数发起式A,财通资管,指数型-股票,21/10/11～21/10/11,0.1,2021-10-13,-19.96,辛晨晨,开放申购,0.1
012160,财通资管健康产业混合C,财通资管,混合型-偏股,21/10/08～21/11/19,14.09,2021-11-23,20.61,易小金,开放申购,0.0
012159,财通资管健康产业混合A,财通资管,混合型-偏股,21/10/08～21/11/19,14.09,2021-11-23,21.27,易小金,开放申购,0.15
013623,湘财周期轮动一年持有混合,湘财基金,混合型-偏股,21/10/08～21/10/29,5.22,2021-11-04,-9.64,徐亦达,开放申购,0.15
013513,长安先进制造混合A,长安基金,混合型-偏股,21/10/08～21/10/25,4.62,2021-10-28,-31.12,徐小勇,开放申购,0.15
013514,长安先进制造混合C,长安基金,混合型-偏股,21/10/08～21/10/25,4.62,2021-10-28,-31.61,徐小勇,开放申购,0.0
013346,富荣信息技术混合C,富荣基金,混合型-偏股,21/10/08～21/10/22,3.78,2021-10-28,-7.37,"郎骋成,李延峥",开放申购,0.0
013610,中信保诚前瞻优势混合,中信保诚基金,混合型-偏股,21/10/08～21/10/22,19.5,2021-10-26,-0.52,王睿,开放申购,0.15
013345,富荣信息技术混合A,富荣基金,混合型-偏股,21/10/08～21/10/22,3.78,2021-10-28,-6.83,"郎骋成,李延峥",开放申购,0.15
012383,泰达宏利新兴景气龙头混合C,泰达宏利基金,混合型-偏股,21/10/08～21/10/21,27.33,2021-10-25,-32.95,王鹏,开放申购,0.0
012382,泰达宏利新兴景气龙头混合A,泰达宏利基金,混合型-偏股,21/10/08～21/10/21,27.33,2021-10-25,-32.37,王鹏,开放申购,0.15
013518,易方达悦浦一年持有混合C,易方达基金,混合型-偏债,21/10/08～21/10/19,36.19,2021-10-21,1.29,袁方,开放申购,0.0
013517,易方达悦浦一年持有混合A,易方达基金,混合型-偏债,21/10/08～21/10/19,36.19,2021-10-21,1.89,袁方,开放申购,0.1
013735,创金合信添福平衡养老目标三年持有期混合发起(FOF)A,创金合信基金,FOF,21/10/08～21/10/15,0.1,2021-10-19,-8.89,尹海影,开放申购,0.08
017272,招商和惠养老目标2040三年持有期混合(FOF)Y,招商基金,FOF,21/09/30～21/12/29,,2022-11-11,0.5,章鸽武,开放申购,0.0
017369,银华尊颐稳健养老目标一年持有混合发起式(FOF)Y,银华基金,FOF,21/09/30～21/12/29,,2022-11-16,0.7,"肖侃宁,熊侃",开放申购,0.0
012037,招商和惠养老目标2040三年持有期混合(FOF)A,招商基金,FOF,21/09/30～21/12/29,2.48,2022-01-05,-1.91,章鸽武,开放申购,0.12
012038,银华尊颐稳健养老目标一年持有混合发起式(FOF)A,银华基金,FOF,21/09/30～21/12/29,6.6,2022-01-04,-0.72,"肖侃宁,熊侃",开放申购,0.1
017321,浦银安盛颐享稳健养老目标一年持有混合(FOF)Y,浦银安盛基金,FOF,21/09/30～21/12/07,,2022-11-17,-0.25,"陈曙亮,缪夏美",开放申购,0.0
012167,浦银安盛颐享稳健养老目标一年持有混合(FOF)A,浦银安盛基金,FOF,21/09/30～21/12/07,14.87,2021-12-09,-2.98,"陈曙亮,缪夏美",开放申购,0.1
012095,长信颐和平衡养老三年持有混合(FOF)A,长信基金,FOF,21/09/30～21/12/03,2.03,2021-12-07,-6.41,杨帆,开放申购,0.15
017408,长信颐和平衡养老三年持有混合(FOF)Y,长信基金,FOF,21/09/30～21/12/03,,2022-11-21,2.91,杨帆,开放申购,0.0
012215,民生加银核心资产股票C,民生加银基金,股票型,21/09/30～21/11/02,2.22,2021-11-04,-24.99,王亮,开放申购,0.0
012214,民生加银核心资产股票A,民生加银基金,股票型,21/09/30～21/11/02,2.22,2021-11-04,-24.56,王亮,开放申购,0.15
012147,富国大盘核心资产混合,富国基金,混合型-偏股,21/09/30～21/10/29,3.49,2021-11-02,-6.67,侯梧,开放申购,0.15
012055,鹏华安康一年持有期混合C,鹏华基金,混合型-偏债,21/09/29～21/10/22,22.89,2021-10-26,0.63,汪坤,开放申购,0.0
012054,鹏华安康一年持有期混合A,鹏华基金,混合型-偏债,21/09/29～21/10/22,22.89,2021-10-26,1.21,汪坤,开放申购,0.08
012292,泰康鼎泰一年持有期混合A,泰康基金,混合型-偏债,21/09/28～21/12/10,8.82,2021-12-14,-0.46,"桂跃强,黄钟",开放申购,1.0
012293,泰康鼎泰一年持有期混合C,泰康基金,混合型-偏债,21/09/28～21/12/10,8.82,2021-12-14,-0.98,"桂跃强,黄钟",开放申购,0.0
013491,同泰金融精选股票C,同泰基金,股票型,21/09/27～21/11/26,2.42,2021-11-30,-17.51,杨喆,开放申购,0.0
013490,同泰金融精选股票A,同泰基金,股票型,21/09/27～21/11/26,2.42,2021-11-30,-17.05,杨喆,开放申购,0.15
010538,国泰惠元混合,国泰基金,混合型-偏债,21/09/27～21/10/25,2.01,2021-10-26,-4.03,戴计辉,开放申购,0.06
013473,华宝中证新材料ETF发起式联接A,华宝基金,指数型-股票,21/09/27～21/10/12,0.4,2021-10-14,-28.84,陈建华,开放申购,0.1
013474,华宝中证新材料ETF发起式联接C,华宝基金,指数型-股票,21/09/27～21/10/12,0.4,2021-10-14,-29.15,陈建华,开放申购,0.0
013144,富国安诚回报12个月持有期混合C,富国基金,混合型-偏债,21/09/27～21/10/12,19.48,2021-10-14,0.67,于渤,开放申购,0.0
012052,财通资管新聚益6个月持有混合发起式A,财通资管,混合型-偏债,21/09/24～21/12/23,0.1,2021-12-24,1.33,"顾宇笛,辛晨晨,马航",开放申购,0.12
013658,同泰同欣混合C,同泰基金,混合型-偏债,21/09/24～21/12/23,2.07,2021-12-27,-0.25,王小根,开放申购,0.0
013657,同泰同欣混合A,同泰基金,混合型-偏债,21/09/24～21/12/23,2.07,2021-12-27,0.28,王小根,开放申购,0.06
012053,财通资管新聚益6个月持有混合发起式C,财通资管,混合型-偏债,21/09/24～21/12/23,0.1,2021-12-24,0.93,"顾宇笛,辛晨晨,马航",开放申购,0.0
012019,国投瑞银安泽混合A,国投瑞银基金,混合型-偏债,21/09/24～21/12/20,2.06,2021-12-21,11.13,"王鹏,颜文浩",开放申购,0.1
012020,国投瑞银安泽混合C,国投瑞银基金,混合型-偏债,21/09/24～21/12/20,2.06,2021-12-21,11.09,"王鹏,颜文浩",开放申购,0.0
012334,上银慧尚6个月持有期混合A,上银基金,混合型-偏债,21/09/24～21/12/07,5.02,2021-12-09,1.0,"蔡唯峰,陈博",开放申购,0.08
012335,上银慧尚6个月持有期混合C,上银基金,混合型-偏债,21/09/24～21/12/07,5.02,2021-12-09,0.2,"蔡唯峰,陈博",开放申购,0.0
012122,华夏永润六个月持有混合C,华夏基金,混合型-偏债,21/09/24～21/10/27,14.99,2021-10-29,-3.82,刘明宇,开放申购,0.0
012121,华夏永润六个月持有混合A,华夏基金,混合型-偏债,21/09/24～21/10/27,14.99,2021-10-29,-3.26,刘明宇,开放申购,0.08
013606,华夏中证内地低碳经济主题ETF发起式联接C,华夏基金,指数型-股票,21/09/23～21/10/13,0.77,2021-10-15,-29.72,严筱娴,开放申购,0.0
013605,华夏中证内地低碳经济主题ETF发起式联接A,华夏基金,指数型-股票,21/09/23～21/10/13,0.77,2021-10-15,-29.41,严筱娴,开放申购,0.12
013733,红塔红土盛丰混合A,红塔红土,混合型-偏股,21/09/22～21/12/21,2.01,2021-12-24,15.28,吴秋松,开放申购,0.08
013734,红塔红土盛丰混合C,红塔红土,混合型-偏股,21/09/22～21/12/21,2.01,2021-12-24,14.82,吴秋松,开放申购,0.0
013320,华安中证新能源汽车ETF发起式联接C,华安基金,指数型-股票,21/09/22～21/10/15,1.51,2021-10-19,-36.53,倪斌,开放申购,0.0
013319,华安中证新能源汽车ETF发起式联接A,华安基金,指数型-股票,21/09/22～21/10/15,1.51,2021-10-19,-36.34,倪斌,开放申购,0.05
013358,上银高质量优选9个月持有混合A,上银基金,混合型-偏股,21/09/16～21/11/01,2.18,2021-11-03,-25.0,"赵治烨,施敏佳",开放申购,0.15
013359,上银高质量优选9个月持有混合C,上银基金,混合型-偏股,21/09/16～21/11/01,2.18,2021-11-03,-25.64,"赵治烨,施敏佳",开放申购,0.0
012073,华安均衡优选混合A,华安基金,混合型-偏股,21/09/16～21/10/22,11.09,2021-10-26,-19.09,高钥群,开放申购,0.15
012074,华安均衡优选混合C,华安基金,混合型-偏股,21/09/16～21/10/22,11.09,2021-10-26,-19.67,高钥群,开放申购,0.0
012460,汇添富稳健睿享一年持有混合C,汇添富基金,混合型-偏债,21/09/16～21/09/30,16.84,2021-10-11,-2.64,"丁巍,赵鹏程,宋鹏,詹杰",开放申购,0.0
013540,汇添富稳健睿享一年持有混合D,汇添富基金,混合型-偏债,21/09/16～21/09/30,16.84,2021-10-11,-2.06,"丁巍,赵鹏程,宋鹏,詹杰",开放申购,0.1
012964,招商稳健平衡混合C,招商基金,混合型-平衡,21/09/15～21/10/15,2.2,2021-10-19,5.97,李崟,限大额,0.0
012963,招商稳健平衡混合A,招商基金,混合型-平衡,21/09/15～21/10/15,2.2,2021-10-19,7.05,李崟,限大额,0.15
013627,华夏周期驱动混合发起式C,华夏基金,混合型-偏股,21/09/15～21/09/30,0.89,2021-10-11,-10.56,翟宇航,开放申购,0.0
012320,东财消费电子C,东财基金,指数型-股票,21/09/15～21/09/30,1.06,2021-10-11,-22.34,杨路炜,开放申购,0.0
012319,东财消费电子A,东财基金,指数型-股票,21/09/15～21/09/30,1.06,2021-10-11,-21.99,杨路炜,开放申购,0.15
013626,华夏周期驱动混合发起式A,华夏基金,混合型-偏股,21/09/15～21/09/30,0.89,2021-10-11,-9.76,翟宇航,开放申购,0.15
013640,光大中证500指数增强C,光大保德信基,指数型-股票,21/09/15～21/09/27,5.3,2021-09-29,-8.04,赵大年,开放申购,0.0
013529,南方富誉稳健养老一年持有混合(FOF)A,南方基金,FOF,21/09/15～21/09/27,40.4,2021-09-29,-1.45,李文良,开放申购,0.08
017374,南方富誉稳健养老一年持有混合(FOF)Y,南方基金,FOF,21/09/15～21/09/27,,2022-11-16,1.95,李文良,开放申购,0.0
013639,光大中证500指数增强A,光大保德信基,指数型-股票,21/09/15～21/09/27,5.3,2021-09-29,-7.43,赵大年,开放申购,1.2
012026,兴业聚兴混合C,兴业基金,混合型-偏债,21/09/15～21/09/24,8.42,2021-09-28,-0.67,腊博,开放申购,0.0
012025,兴业聚兴混合A,兴业基金,混合型-偏债,21/09/15～21/09/24,8.42,2021-09-28,-0.22,腊博,开放申购,0.08
013245,泰达宏利悠然养老目标日期2025一年持有混合(FOF)A,泰达宏利基金,FOF,21/09/13～21/10/13,2.69,2021-10-18,0.87,张晓龙,开放申购,0.08
013155,添富添福汇盈稳健养老目标一年持有混合(FOF)A,汇添富基金,FOF,21/09/13～21/10/13,3.39,2021-10-15,-3.38,"蔡健林,陈思",开放申购,0.12
012508,嘉实安康稳健养老一年持有混合(FOF)A,嘉实基金,FOF,21/09/13～21/10/13,2.34,2021-10-15,-1.25,唐棠,开放申购,0.1
018163,泰达宏利悠然养老目标日期2025一年持有混合(FOF)Y,泰达宏利基金,FOF,21/09/13～21/10/13,,2023-03-27,0.79,张晓龙,开放申购,0.0
017357,华夏安盈稳健养老目标一年持有混合(FOF)Y,华夏基金,FOF,21/09/13～21/10/13,,2022-11-16,2.1,许利明,开放申购,0.0
017319,嘉实安康稳健养老一年持有混合(FOF)Y,嘉实基金,FOF,21/09/13～21/10/13,,2022-11-18,1.68,唐棠,开放申购,0.0
017371,添富添福汇盈稳健养老目标一年持有混合(FOF)Y,汇添富基金,FOF,21/09/13～21/10/13,,2022-11-17,1.89,"蔡健林,陈思",开放申购,0.0
013467,华夏安盈稳健养老目标一年持有混合(FOF)A,华夏基金,FOF,21/09/13～21/10/13,3.05,2021-10-15,-1.02,许利明,开放申购,0.08
013030,嘉实鑫泰一年持有混合C,嘉实基金,混合型-偏债,21/09/13～21/09/24,3.7,2021-09-28,0.83,赖礼辉,开放申购,0.0
013569,天弘永利优佳混合A,天弘基金,混合型-偏债,21/09/13～21/09/24,36.21,2021-09-29,-0.86,"姜晓丽,张寓,任明",开放申购,0.1
012573,恒越乐享添利混合C,恒越基金,混合型-偏债,21/09/13～21/09/24,3.83,2021-09-28,-1.96,叶佳,开放申购,0.0
013029,嘉实鑫泰一年持有混合A,嘉实基金,混合型-偏债,21/09/13～21/09/24,3.7,2021-09-28,1.45,赖礼辉,开放申购,0.08
012572,恒越乐享添利混合A,恒越基金,混合型-偏债,21/09/13～21/09/24,3.83,2021-09-28,-1.21,叶佳,开放申购,0.06
013371,民生加银新能源智选混合发起A,民生加银基金,混合型-偏股,21/09/13～21/09/24,0.47,2021-09-28,-25.62,何江,开放申购,0.15
013372,民生加银新能源智选混合发起C,民生加银基金,混合型-偏股,21/09/13～21/09/24,0.47,2021-09-28,-26.07,何江,开放申购,0.0
013570,天弘永利优佳混合C,天弘基金,混合型-偏债,21/09/13～21/09/24,36.21,2021-09-29,-1.47,"姜晓丽,张寓,任明",开放申购,0.0
012509,兴证全球安悦稳健养老一年持有混合(FOF)A,兴证全球基金,FOF,21/09/13～21/09/15,63.44,2021-09-17,1.28,林国怀,开放申购,0.1
017387,兴证全球安悦稳健养老一年持有混合(FOF)Y,兴证全球基金,FOF,21/09/13～21/09/15,,2022-11-17,2.02,林国怀,开放申购,0.0
012638,富国智优精选3个月持有混合(FOF)A,富国基金,FOF,21/09/10～21/09/27,6.81,2021-09-29,-16.97,王登元,开放申购,0.1
012639,富国智优精选3个月持有混合(FOF)C,富国基金,FOF,21/09/10～21/09/27,6.81,2021-09-29,-17.48,王登元,开放申购,0.0
013343,平安盈欣稳健1年持有混合(FOF)A,平安基金,FOF,21/09/10～21/09/24,4.17,2021-09-28,-3.17,郑春明,开放申购,0.1
013344,平安盈欣稳健1年持有混合(FOF)C,平安基金,FOF,21/09/10～21/09/24,4.17,2021-09-28,-3.91,郑春明,开放申购,0.0
012132,华泰保兴价值成长A,华泰保兴基金,混合型-偏股,21/09/09～21/11/05,2.42,2021-11-10,-19.76,尚烁徽,开放申购,0.08
012177,华泰保兴价值成长C,华泰保兴基金,混合型-偏股,21/09/09～21/11/05,2.42,2021-11-10,-19.99,尚烁徽,开放申购,0.0
012022,国投瑞银安智混合C,国投瑞银基金,混合型-偏债,21/09/09～21/10/21,2.05,2021-10-25,1.27,"桑俊,敬夏玺",开放申购,0.0
012021,国投瑞银安智混合A,国投瑞银基金,混合型-偏债,21/09/09～21/10/21,2.05,2021-10-25,3.11,"桑俊,敬夏玺",开放申购,0.1
