基金代码,基金简称,发行公司,基金类型,集中认购期,募集份额,成立日期,成立来涨幅,基金经理,申购状态,优惠费率
018216,长城久恒灵活配置混合C,长城基金,混合型-灵活,23/04/03～23/04/03,,2023-04-03,4.92,储雯玉,开放申购,0.0
018182,万家中证软件服务指数发起式A,万家基金,指数型-股票,23/03/27～23/03/27,0.1,2023-03-29,-0.39,杨坤,开放申购,0.1
018183,万家中证软件服务指数发起式C,万家基金,指数型-股票,23/03/27～23/03/27,0.1,2023-03-29,-0.39,杨坤,开放申购,0.0
018152,长城核心优势混合C,长城基金,混合型-偏股,23/03/23～23/03/23,,2023-03-23,2.12,林皓,开放申购,0.0
016898,广发中证上海环交所碳中和ETF发起式联接C,广发基金,指数型-股票,23/03/20～23/03/24,0.54,2023-03-28,-0.15,陆志明,开放申购,0.0
016897,广发中证上海环交所碳中和ETF发起式联接A,广发基金,指数型-股票,23/03/20～23/03/24,0.54,2023-03-28,-0.15,陆志明,开放申购,0.12
018134,富国中证大数据产业ETF发起式联接A,富国基金,指数型-股票,23/03/15～23/03/22,0.23,2023-03-24,2.05,牛志冬,开放申购,0.12
018135,富国中证大数据产业ETF发起式联接C,富国基金,指数型-股票,23/03/15～23/03/22,0.23,2023-03-24,2.04,牛志冬,开放申购,0.0
017853,易方达中证云计算与大数据主题ETF联接发起式A,易方达基金,指数型-股票,23/03/14～23/03/14,0.11,2023-03-15,18.52,张湛,开放申购,0.12
017937,易方达中证医疗ETF联接发起式A,易方达基金,指数型-股票,23/03/14～23/03/14,0.1,2023-03-15,5.91,张湛,开放申购,0.12
017854,易方达中证云计算与大数据主题ETF联接发起式C,易方达基金,指数型-股票,23/03/14～23/03/14,0.11,2023-03-15,18.5,张湛,开放申购,0.0
017938,易方达中证医疗ETF联接发起式C,易方达基金,指数型-股票,23/03/14～23/03/14,0.1,2023-03-15,5.89,张湛,开放申购,0.0
018028,嘉实中证高端装备细分50ETF发起联接C,嘉实基金,指数型-股票,23/03/08～23/03/14,0.12,2023-03-16,0.36,刘珈吟,开放申购,0.0
018027,嘉实中证高端装备细分50ETF发起联接A,嘉实基金,指数型-股票,23/03/08～23/03/14,0.12,2023-03-16,0.37,刘珈吟,开放申购,0.1
015735,红塔红土信息产业精选股票发起式C,红塔红土,股票型,23/03/06～23/03/06,0.1,2023-03-08,13.57,吴秋松,开放申购,0.0
017915,中海消费混合C,中海基金,混合型-偏股,23/03/06～23/03/06,,2023-03-06,-4.56,"姚晨曦,何文逸",开放申购,0.0
017772,大成景阳领先混合C,大成基金,混合型-偏股,23/03/06～23/03/06,,2023-03-09,0.49,齐炜中,开放申购,0.0
015734,红塔红土信息产业精选股票发起式A,红塔红土,股票型,23/03/06～23/03/06,0.1,2023-03-08,13.61,吴秋松,开放申购,0.1
017921,中海医疗保健主题股票C,中海基金,股票型,23/03/06～23/03/06,,2023-03-06,-1.35,梁静静,开放申购,0.0
017778,浦银安盛中证证券公司30ETF联接A,浦银安盛基金,指数型-股票,23/03/01～23/03/24,3.62,2023-03-28,2.45,高钢杰,开放申购,0.12
017779,浦银安盛中证证券公司30ETF联接C,浦银安盛基金,指数型-股票,23/03/01～23/03/24,3.62,2023-03-28,2.42,高钢杰,开放申购,0.0
017604,华夏中证生物科技主题ETF发起式联接A,华夏基金,指数型-股票,23/03/01～23/03/14,0.14,2023-03-16,2.61,李俊,开放申购,0.12
017605,华夏中证生物科技主题ETF发起式联接C,华夏基金,指数型-股票,23/03/01～23/03/14,0.14,2023-03-16,2.59,李俊,开放申购,0.0
017895,添富纳斯达克生物科技ETF发起式联接(QDII)人民币C,汇添富基金,QDII,23/03/01～23/03/10,0.16,2023-03-14,4.48,过蓓蓓,开放申购,0.0
017907,汇添富中证上海环交所碳中和ETF发起式联接A,汇添富基金,指数型-股票,23/03/01～23/03/10,0.13,2023-03-14,1.43,晏阳,开放申购,0.1
017908,汇添富中证上海环交所碳中和ETF发起式联接C,汇添富基金,指数型-股票,23/03/01～23/03/10,0.13,2023-03-14,1.42,晏阳,开放申购,0.0
017894,添富纳斯达克生物科技ETF发起式联接(QDII)人民币A,汇添富基金,QDII,23/03/01～23/03/10,0.16,2023-03-14,4.49,过蓓蓓,开放申购,0.12
017855,华夏中证石化产业ETF发起式联接A,华夏基金,指数型-股票,23/02/27～23/03/10,0.11,2023-03-14,0.24,鲁亚运,开放申购,0.12
017856,华夏中证石化产业ETF发起式联接C,华夏基金,指数型-股票,23/02/27～23/03/10,0.11,2023-03-14,0.22,鲁亚运,开放申购,0.0
017652,中航华证商飞高端制造产业指数发起C,中航基金,指数型-股票,23/02/27～23/03/03,1.58,2023-03-07,0.29,"龙川,韩浩",开放申购,0.0
017651,中航华证商飞高端制造产业指数发起A,中航基金,指数型-股票,23/02/27～23/03/03,1.58,2023-03-07,0.31,"龙川,韩浩",开放申购,0.1
017996,万家沪深300成长ETF发起式联接A,万家基金,指数型-股票,23/02/27～23/02/27,0.1,2023-03-01,3.72,杨坤,开放申购,0.1
017936,国泰君安远见价值混合发起C,上海国泰君安,混合型-偏股,23/02/27～23/02/27,0.15,2023-03-01,-1.8,朱晨曦,开放申购,0.0
017997,万家沪深300成长ETF发起式联接C,万家基金,指数型-股票,23/02/27～23/02/27,0.1,2023-03-01,3.7,杨坤,开放申购,0.0
017934,国泰君安高端装备混合发起C,上海国泰君安,混合型-偏股,23/02/27～23/02/27,0.15,2023-03-01,-0.87,李煜,开放申购,0.0
017933,国泰君安高端装备混合发起A,上海国泰君安,混合型-偏股,23/02/27～23/02/27,0.15,2023-03-01,-0.83,李煜,开放申购,0.15
018008,大成优选混合(LOF)C,大成基金,混合型-偏股,23/02/27～23/02/27,,2023-03-02,-4.4,戴军,开放申购,0.0
017935,国泰君安远见价值混合发起A,上海国泰君安,混合型-偏股,23/02/27～23/02/27,0.15,2023-03-01,-1.76,朱晨曦,开放申购,0.15
015369,国泰君安领航成长一年持有混合发起C,上海国泰君安,混合型-偏股,23/02/24～23/02/24,0.15,2023-02-28,6.97,陈思靖,开放申购,0.0
015368,国泰君安领航成长一年持有混合发起A,上海国泰君安,混合型-偏股,23/02/24～23/02/24,0.15,2023-02-28,7.01,陈思靖,开放申购,0.15
017885,长城久润混合C,长城基金,混合型-灵活,23/02/16～23/02/16,,2023-02-16,-3.56,余欢,开放申购,0.0
017704,兴业中证同业存单AAA指数7天持有期,兴业基金,混合型-偏债,23/02/14～23/02/27,13.05,2023-03-01,0.22,雷志强,限大额,0.0
016899,易方达中证上海环交所碳中和ETF联接A,易方达基金,指数型-股票,23/02/13～23/03/17,2.93,2023-03-21,0.06,伍臣东,开放申购,0.12
016900,易方达中证上海环交所碳中和ETF联接C,易方达基金,指数型-股票,23/02/13～23/03/17,2.93,2023-03-21,0.05,伍臣东,开放申购,0.0
016660,招商和惠养老2045五年持有混合发起式(FOF),招商基金,FOF,23/02/13～23/03/03,1.2,2023-03-07,1.14,雷敏,开放申购,0.12
017862,华夏中证100ETF发起式联接A,华夏基金,指数型-股票,23/02/13～23/02/24,0.15,2023-02-28,0.12,严筱娴,开放申购,0.12
017863,华夏中证100ETF发起式联接C,华夏基金,指数型-股票,23/02/13～23/02/24,0.15,2023-02-28,0.09,严筱娴,开放申购,0.0
017738,融通慧心混合C,融通基金,混合型-偏股,23/02/10～23/02/23,9.57,2023-02-28,0.34,范琨,开放申购,0.0
017737,融通慧心混合A,融通基金,混合型-偏股,23/02/10～23/02/23,9.57,2023-02-28,0.4,范琨,开放申购,0.15
017843,农银汇理景气优选混合C,农银汇理基金,混合型-偏股,23/02/08～23/02/21,17.54,2023-02-23,3.76,张燕,开放申购,0.0
017842,农银汇理景气优选混合A,农银汇理基金,混合型-偏股,23/02/08～23/02/21,17.54,2023-02-23,3.81,张燕,开放申购,0.15
017905,国泰君安善吾养老目标2045五年持有混合发起(FOF)Y,上海国泰君安,FOF,23/02/08～23/02/08,,2023-02-09,-2.37,"陈义进,陈蓉,丁一戈",开放申购,0.0
017906,国泰君安善元稳健养老一年持有混合发起(FOF)Y,上海国泰君安,FOF,23/02/08～23/02/08,,2023-02-09,-0.03,"陈义进,陈蓉,丁一戈",开放申购,0.0
017436,华宝纳斯达克精选股票发起式(QDII)A,华宝基金,QDII,23/02/01～23/02/28,0.14,2023-03-02,7.06,"周晶,杨洋",开放申购,0.15
017437,华宝纳斯达克精选股票发起式(QDII)C,华宝基金,QDII,23/02/01～23/02/28,0.14,2023-03-02,7.11,"周晶,杨洋",开放申购,0.0
016581,嘉实上海金ETF发起联接A,嘉实基金,商品（不含QDII）,23/02/01～23/02/28,0.15,2023-03-02,2.8,张钟玉,开放申购,0.1
016582,嘉实上海金ETF发起联接C,嘉实基金,商品（不含QDII）,23/02/01～23/02/28,0.15,2023-03-02,2.78,张钟玉,开放申购,0.0
017626,长城久惠灵活配置混合C,长城基金,混合型-灵活,23/01/17～23/01/17,,2023-01-17,-5.16,程书峰,开放申购,0.0
016846,中欧预见养老目标2045三年持有混合发起(FOF),中欧基金,FOF,23/01/16～23/02/03,0.11,2023-02-07,0.55,邓达,开放申购,0.12
016865,华泰紫金中证500指数增强发起A,华泰证券(上,指数型-股票,23/01/13～23/02/17,0.28,2023-02-22,0.15,"毛甜,姚石",开放申购,0.1
016866,华泰紫金中证500指数增强发起C,华泰证券(上,指数型-股票,23/01/13～23/02/17,0.28,2023-02-22,0.1,"毛甜,姚石",开放申购,0.0
017664,泓德汽车产业升级混合发起式C,泓德基金,混合型-偏股,23/01/11～23/01/13,0.1,2023-01-17,-5.04,苏昌景,开放申购,0.0
017663,泓德汽车产业升级混合发起式A,泓德基金,混合型-偏股,23/01/11～23/01/13,0.1,2023-01-17,-4.96,苏昌景,开放申购,0.15
017617,华泰柏瑞招享6个月持有期混合A,华泰柏瑞基金,混合型-偏债,23/01/09～23/02/03,16.19,2023-02-07,1.55,"郑青,董辰",开放申购,0.12
017618,华泰柏瑞招享6个月持有期混合C,华泰柏瑞基金,混合型-偏债,23/01/09～23/02/03,16.19,2023-02-07,1.49,"郑青,董辰",开放申购,0.0
017701,方正富邦中证同业存单AAA指数7天持有,方正富邦基金,混合型-偏债,23/01/09～23/01/10,60.92,2023-01-12,0.42,王靖,限大额,0.0
017631,富国周期精选三年持有期混合C,富国基金,混合型-偏股,23/01/04～23/01/17,15.26,2023-01-19,-2.88,孙彬,开放申购,0.0
017630,富国周期精选三年持有期混合A,富国基金,混合型-偏股,23/01/04～23/01/17,15.26,2023-01-19,-2.8,孙彬,开放申购,0.15
017067,申万菱信中证1000指数增强A,申万菱信基金,指数型-股票,23/01/03～23/02/10,11.19,2023-02-14,1.37,"刘敦,夏祥全",开放申购,0.12
017068,申万菱信中证1000指数增强C,申万菱信基金,指数型-股票,23/01/03～23/02/10,11.19,2023-02-14,1.31,"刘敦,夏祥全",开放申购,0.0
017563,太平中证同业存单AAA指数7天持有,太平基金,混合型-偏债,23/01/03～23/01/16,20.68,2023-01-18,0.46,赵岩,限大额,0.0
012784,鹏华养老2040五年持有混合发起式(FOF),鹏华基金,FOF,23/01/03～23/01/16,0.13,2023-01-19,-1.51,"孙博斐,郑科",开放申购,1.2
016630,易方达中证1000ETF联接A,易方达基金,指数型-股票,23/01/03～23/01/16,11.09,2023-01-18,0.33,"刘树荣,庞亚平",开放申购,0.12
014860,大成慧心优选一年持有混合C,大成基金,混合型-偏股,23/01/03～23/01/16,12.56,2023-01-18,0.72,刘旭,开放申购,0.0
014859,大成慧心优选一年持有混合A,大成基金,混合型-偏股,23/01/03～23/01/16,12.56,2023-01-18,0.8,刘旭,开放申购,0.15
016631,易方达中证1000ETF联接C,易方达基金,指数型-股票,23/01/03～23/01/16,11.09,2023-01-18,0.26,"刘树荣,庞亚平",开放申购,0.0
017649,信澳聚优智选混合C,信达澳亚基金,混合型-偏股,22/12/28～23/01/17,2.16,2023-01-19,15.05,徐聪,开放申购,0.0
017648,信澳聚优智选混合A,信达澳亚基金,混合型-偏股,22/12/28～23/01/17,2.16,2023-01-19,15.21,徐聪,开放申购,0.15
017225,国泰悦益六个月持有混合C,国泰基金,混合型-偏债,22/12/28～23/01/16,2.42,2023-01-18,-0.66,戴计辉,开放申购,0.0
017224,国泰悦益六个月持有混合A,国泰基金,混合型-偏债,22/12/28～23/01/16,2.42,2023-01-18,-0.53,戴计辉,开放申购,0.1
017676,广发积极养老目标五年持有期混合发起式(FOF),广发基金,FOF,22/12/27～22/12/27,0.55,2022-12-28,2.71,曹建文,开放申购,0.1
014222,汇添富核心优选六个月持有混合(FOF)A,汇添富基金,FOF,22/12/26～23/02/17,4.94,2023-02-21,0.35,李彪,开放申购,0.12
014223,汇添富核心优选六个月持有混合(FOF)C,汇添富基金,FOF,22/12/26～23/02/17,4.94,2023-02-21,0.29,李彪,开放申购,0.0
016507,长城数字经济混合A,长城基金,混合型-偏股,22/12/26～23/01/17,4.74,2023-01-19,13.95,韩林,开放申购,0.15
016508,长城数字经济混合C,长城基金,混合型-偏股,22/12/26～23/01/17,4.74,2023-01-19,13.8,韩林,开放申购,0.0
017615,广发安颐一年持有期混合A,广发基金,混合型-偏债,22/12/26～23/01/16,4.12,2023-01-18,1.5,曾刚,开放申购,0.08
017616,广发安颐一年持有期混合C,广发基金,混合型-偏债,22/12/26～23/01/16,4.12,2023-01-18,1.41,曾刚,开放申购,0.0
015485,平安策略优选1年持有混合A,平安基金,混合型-偏股,22/12/26～23/01/13,13.17,2023-01-17,4.79,神爱前,开放申购,0.15
015486,平安策略优选1年持有混合C,平安基金,混合型-偏股,22/12/26～23/01/13,13.17,2023-01-17,4.6,神爱前,开放申购,0.0
014898,国泰民享稳健养老目标一年持有混合发起式(FOF),国泰基金,FOF,22/12/26～23/01/06,0.28,2023-01-10,0.12,周珞晏,开放申购,0.1
016271,华安养老目标2035三年持有混合发起式(FOF),华安基金,FOF,22/12/26～23/01/06,0.1,2023-01-11,-1.11,何移直,开放申购,0.12
017446,上投摩根沪深300指数增强发起式C,上投摩根基金,指数型-股票,22/12/26～22/12/26,0.15,2022-12-28,0.42,毛时超,开放申购,0.0
017445,上投摩根沪深300指数增强发起式A,上投摩根基金,指数型-股票,22/12/26～22/12/26,0.15,2022-12-28,0.49,毛时超,开放申购,0.12
016477,光大专精特新混合A,光大保德信基,混合型-偏股,22/12/22～23/01/12,3.77,2023-01-16,1.94,崔书田,开放申购,0.15
016478,光大专精特新混合C,光大保德信基,混合型-偏股,22/12/22～23/01/12,3.77,2023-01-16,1.79,崔书田,开放申购,0.0
017632,汇添富中证全指医疗器械ETF发起式联接A,汇添富基金,指数型-股票,22/12/21～22/12/27,0.1,2022-12-29,2.79,董瑾,开放申购,0.1
017634,汇添富中证全指医疗器械ETF发起式联接D,汇添富基金,指数型-股票,22/12/21～22/12/27,0.1,2022-12-29,2.72,董瑾,开放申购,0.0
017482,博时中证全指电力ETF发起式联接C,博时基金,指数型-股票,22/12/19～22/12/30,0.13,2023-01-06,-0.07,尹浩,开放申购,0.0
017481,博时中证全指电力ETF发起式联接A,博时基金,指数型-股票,22/12/19～22/12/30,0.13,2023-01-06,0.01,尹浩,开放申购,0.1
016488,东财产业优选混合发起式C,东财基金,混合型-偏股,22/12/19～22/12/27,0.13,2022-12-30,0.08,朱亮,开放申购,0.0
016487,东财产业优选混合发起式A,东财基金,混合型-偏股,22/12/19～22/12/27,0.13,2022-12-30,0.3,朱亮,开放申购,0.15
014524,汇添富制造业升级研究精选一年持有混合发起A,汇添富基金,混合型-偏股,22/12/16～23/01/13,0.58,2023-01-17,-7.03,董超,开放申购,0.15
014525,汇添富制造业升级研究精选一年持有混合发起C,汇添富基金,混合型-偏股,22/12/16～23/01/13,0.58,2023-01-17,-7.11,董超,开放申购,0.0
017559,华安上证科创板芯片ETF发起式联接A,华安基金,指数型-股票,22/12/15～22/12/23,0.1,2022-12-27,39.97,刘璇子,开放申购,0.05
017560,华安上证科创板芯片ETF发起式联接C,华安基金,指数型-股票,22/12/15～22/12/23,0.1,2022-12-27,39.9,刘璇子,开放申购,0.0
017487,万家洞见进取混合发起式C,万家基金,混合型-偏股,22/12/15～22/12/21,0.1,2022-12-23,23.49,刘林峰,开放申购,0.0
017486,万家洞见进取混合发起式A,万家基金,混合型-偏股,22/12/15～22/12/21,0.1,2022-12-23,23.66,刘林峰,开放申购,0.15
017497,南方养老目标2060五年持有混合发起(FOF),南方基金,FOF,22/12/14～23/01/13,0.62,2023-01-17,2.38,鲁炳良,开放申购,0.12
017136,长盛中证同业存单AAA指数7天持有期,长盛基金,混合型-偏债,22/12/14～22/12/21,35.62,2022-12-23,0.71,段鹏,限大额,0.0
016115,华安养老目标2050五年持有混合发起式(FOF),华安基金,FOF,22/12/12～23/01/04,0.1,2023-01-10,-2.35,何移直,开放申购,0.1
017571,华夏中证新能源ETF发起式联接A,华夏基金,指数型-股票,22/12/12～22/12/23,0.12,2022-12-27,-6.42,李俊,开放申购,0.12
017572,华夏中证新能源ETF发起式联接C,华夏基金,指数型-股票,22/12/12～22/12/23,0.12,2022-12-27,-6.49,李俊,开放申购,0.0
017188,嘉实上证科创板50指数增强发起式A,嘉实基金,指数型-股票,22/12/12～22/12/16,0.12,2022-12-20,18.43,刘斌,开放申购,0.1
017189,嘉实上证科创板50指数增强发起式C,嘉实基金,指数型-股票,22/12/12～22/12/16,0.12,2022-12-20,18.36,刘斌,开放申购,0.0
016375,招商裕泰混合,招商基金,混合型-偏股,22/12/12～22/12/15,2.25,2022-12-16,2.85,李恭敏,开放申购,0.15
017472,国泰中证机床ETF发起联接C,国泰基金,指数型-股票,22/12/12～22/12/12,0.1,2022-12-13,6.65,苗梦羽,开放申购,0.0
017471,国泰中证机床ETF发起联接A,国泰基金,指数型-股票,22/12/12～22/12/12,0.1,2022-12-13,6.69,苗梦羽,开放申购,0.1
017483,财通资管数字经济混合发起式A,财通资管,混合型-偏股,22/12/08～22/12/22,0.14,2022-12-26,27.84,包斅文,开放申购,0.15
017484,财通资管数字经济混合发起式C,财通资管,混合型-偏股,22/12/08～22/12/22,0.14,2022-12-26,27.72,包斅文,开放申购,0.0
017488,嘉实信息产业股票发起式A,嘉实基金,股票型,22/12/08～22/12/14,0.11,2022-12-16,52.72,李涛,开放申购,0.15
017489,嘉实信息产业股票发起式C,嘉实基金,股票型,22/12/08～22/12/14,0.11,2022-12-16,52.49,李涛,开放申购,0.0
016221,华夏聚恒优选三个月持有混合(FOF)A,华夏基金,FOF,22/12/07～23/02/14,4.61,2023-02-17,0.31,廉赵峰,开放申购,0.1
016222,华夏聚恒优选三个月持有混合(FOF)C,华夏基金,FOF,22/12/07～23/02/14,4.61,2023-02-17,0.26,廉赵峰,开放申购,0.0
017221,永赢合嘉一年持有混合C,永赢基金,混合型-偏债,22/12/07～22/12/27,2.05,2022-12-29,1.66,"杨凡颖,曾琬云",开放申购,0.0
017220,永赢合嘉一年持有混合A,永赢基金,混合型-偏债,22/12/07～22/12/27,2.05,2022-12-29,1.77,"杨凡颖,曾琬云",开放申购,0.8
017091,景顺长城纳斯达克科技指数(QDII)A人民币,景顺长城基金,QDII,22/12/07～22/12/07,0.1,2022-12-09,6.28,"汪洋,张晓南",开放申购,0.12
017093,景顺长城纳斯达克科技指数(QDII)C人民币,景顺长城基金,QDII,22/12/07～22/12/07,0.1,2022-12-09,6.03,"汪洋,张晓南",开放申购,0.0
017014,万家优享平衡混合发起式C,万家基金,混合型-偏债,22/12/06～22/12/07,0.11,2022-12-09,6.49,况晓,开放申购,0.0
017013,万家优享平衡混合发起式A,万家基金,混合型-偏债,22/12/06～22/12/07,0.11,2022-12-09,6.7,况晓,开放申购,0.15
016220,华夏聚锐优选三个月持有混合(FOF)C,华夏基金,FOF,22/12/05～23/02/14,7.89,2023-02-17,0.28,廉赵峰,开放申购,0.0
016219,华夏聚锐优选三个月持有混合(FOF)A,华夏基金,FOF,22/12/05～23/02/14,7.89,2023-02-17,0.34,廉赵峰,开放申购,0.12
017021,中银招盈一年持有混合A,中银基金,混合型-偏债,22/12/05～22/12/30,2.18,2023-01-04,0.04,陈玮,开放申购,0.12
017022,中银招盈一年持有混合C,中银基金,混合型-偏债,22/12/05～22/12/30,2.18,2023-01-04,-0.06,陈玮,开放申购,0.0
017116,浦银安盛中证光伏产业ETF联接A,浦银安盛基金,指数型-股票,22/12/05～22/12/30,2.21,2023-01-04,-8.84,高钢杰,开放申购,0.12
017117,浦银安盛中证光伏产业ETF联接C,浦银安盛基金,指数型-股票,22/12/05～22/12/30,2.21,2023-01-04,-8.91,高钢杰,开放申购,0.0
016761,嘉合锦荣混合A,嘉合基金,混合型-偏股,22/12/05～22/12/23,2.33,2022-12-27,4.48,李国林,开放申购,1.5
016762,嘉合锦荣混合C,嘉合基金,混合型-偏股,22/12/05～22/12/23,2.33,2022-12-27,4.24,李国林,开放申购,0.0
016324,东方中证500指数增强C,东方基金,指数型-股票,22/12/05～22/12/16,2.38,2022-12-20,2.93,盛泽,开放申购,0.0
017423,天弘中证同业存单AAA指数7天持有,天弘基金,混合型-偏债,22/12/05～22/12/16,17.96,2022-12-20,0.61,"李晨,田瑶",限大额,0.0
017264,兴证全球安悦平衡养老三年持有混合FOF,兴证全球基金,FOF,22/12/05～22/12/16,3.68,2022-12-20,2.57,刘潇,开放申购,0.12
016323,东方中证500指数增强A,东方基金,指数型-股票,22/12/05～22/12/16,2.38,2022-12-20,3.11,盛泽,开放申购,0.15
016976,博时阿尔法回报混合A,博时基金,混合型-偏股,22/12/05～22/12/16,2.34,2022-12-20,3.69,沙炜,开放申购,0.15
016977,博时阿尔法回报混合C,博时基金,混合型-偏股,22/12/05～22/12/16,2.34,2022-12-20,3.51,沙炜,开放申购,0.0
017037,嘉实低碳精选混合发起式C,嘉实基金,混合型-偏股,22/12/05～22/12/09,0.13,2022-12-13,-13.33,刘斌,开放申购,0.0
017036,嘉实低碳精选混合发起式A,嘉实基金,混合型-偏股,22/12/05～22/12/09,0.13,2022-12-13,-13.23,刘斌,开放申购,0.15
014403,中欧预见平衡养老三年持有混合发起(FOF),中欧基金,FOF,22/12/01～23/01/16,0.5,2023-01-18,0.45,邓达,开放申购,0.08
016785,鹏华中证1000指数增强A,鹏华基金,指数型-股票,22/12/01～22/12/22,2.08,2022-12-26,8.97,苏俊杰,开放申购,0.12
016786,鹏华中证1000指数增强C,鹏华基金,指数型-股票,22/12/01～22/12/22,2.08,2022-12-26,8.84,苏俊杰,开放申购,0.0
016366,东方红中证同业存单AAA指数7天持有,东方红资产管,混合型-偏债,22/12/01～22/12/07,45.21,2022-12-09,0.79,李燕,限大额,0.0
017470,嘉实上证科创板芯片ETF发起联接C,嘉实基金,指数型-股票,22/12/01～22/12/05,0.12,2022-12-07,29.92,田光远,开放申购,0.0
017469,嘉实上证科创板芯片ETF发起联接A,嘉实基金,指数型-股票,22/12/01～22/12/05,0.12,2022-12-07,30.03,田光远,开放申购,0.1
017461,长城久鑫混合C,长城基金,混合型-灵活,22/11/30～22/11/30,,2022-11-30,8.03,余欢,开放申购,0.0
017462,长城久祥混合C,长城基金,混合型-灵活,22/11/30～22/11/30,,2022-11-30,36.27,刘疆,开放申购,0.0
017458,长城创新驱动混合C,长城基金,混合型-偏股,22/11/30～22/11/30,,2022-11-30,13.1,"谭小兵,杨维维",限大额,0.0
017513,广发北证50成份指数C,广发基金,指数型-股票,22/11/29～22/12/26,5.0,2022-12-28,-1.21,刘杰,开放申购,0.0
017512,广发北证50成份指数A,广发基金,指数型-股票,22/11/29～22/12/26,5.0,2022-12-28,-1.14,刘杰,开放申购,0.12
017525,华夏北证50成份指数A,华夏基金,指数型-股票,22/11/29～22/12/26,2.3,2022-12-28,-4.27,李俊,开放申购,0.12
017526,华夏北证50成份指数C,华夏基金,指数型-股票,22/11/29～22/12/26,2.3,2022-12-28,-4.34,李俊,开放申购,0.0
017520,汇添富北证50成份指数C,汇添富基金,指数型-股票,22/11/29～22/12/23,5.0,2022-12-27,-4.25,晏阳,开放申购,0.0
017516,易方达北证50成份指数C,易方达基金,指数型-股票,22/11/29～22/12/23,4.99,2022-12-27,-6.31,庞亚平,开放申购,0.0
017515,易方达北证50成份指数A,易方达基金,指数型-股票,22/11/29～22/12/23,4.99,2022-12-27,-6.23,庞亚平,开放申购,0.12
017519,汇添富北证50成份指数A,汇添富基金,指数型-股票,22/11/29～22/12/23,5.0,2022-12-27,-4.15,晏阳,开放申购,0.1
017518,招商北证50成份指数发起式C,招商基金,指数型-股票,22/11/29～22/12/20,1.7,2022-12-22,-0.38,"韩冰,邓童",开放申购,0.0
017517,招商北证50成份指数发起式A,招商基金,指数型-股票,22/11/29～22/12/20,1.7,2022-12-22,-0.29,"韩冰,邓童",开放申购,0.12
017523,南方北证50成份指数发起A,南方基金,指数型-股票,22/11/29～22/12/20,2.8,2022-12-23,-5.82,李佳亮,开放申购,0.12
017524,南方北证50成份指数发起C,南方基金,指数型-股票,22/11/29～22/12/20,2.8,2022-12-23,-5.9,李佳亮,开放申购,0.0
017528,嘉实北证50成份指数C,嘉实基金,指数型-股票,22/11/29～22/12/19,4.96,2022-12-21,-1.46,田光远,开放申购,0.0
017527,嘉实北证50成份指数A,嘉实基金,指数型-股票,22/11/29～22/12/19,4.96,2022-12-21,-1.37,田光远,开放申购,0.1
017521,富国北证50成份指数A,富国基金,指数型-股票,22/11/29～22/12/13,2.67,2022-12-15,-3.31,王乐乐,开放申购,0.12
017522,富国北证50成份指数C,富国基金,指数型-股票,22/11/29～22/12/13,2.67,2022-12-15,-3.39,王乐乐,开放申购,0.0
016989,广发富信优选六个月持有混合(FOF)A,广发基金,FOF,22/11/29～22/12/09,8.84,2022-12-13,0.14,杨喆,开放申购,0.12
016990,广发富信优选六个月持有混合(FOF)C,广发基金,FOF,22/11/29～22/12/09,8.84,2022-12-13,0.0,杨喆,开放申购,0.0
016550,永赢消费龙头智选混合发起C,永赢基金,混合型-偏股,22/11/29～22/12/06,0.11,2022-12-08,0.69,万纯,开放申购,0.0
016502,永赢新兴消费智选混合发起A,永赢基金,混合型-偏股,22/11/29～22/12/06,0.1,2022-12-08,-1.66,万纯,开放申购,0.15
016549,永赢消费龙头智选混合发起A,永赢基金,混合型-偏股,22/11/29～22/12/06,0.11,2022-12-08,0.83,万纯,开放申购,0.15
016503,永赢新兴消费智选混合发起C,永赢基金,混合型-偏股,22/11/29～22/12/06,0.1,2022-12-08,-1.78,万纯,开放申购,0.0
017048,富安达产业优选混合A,富安达基金,混合型-偏股,22/11/28～23/02/27,2.62,2023-03-01,0.15,李守峰,开放申购,0.15
015985,金鹰碳中和混合发起式C,金鹰基金,混合型-偏股,22/11/28～23/02/27,0.18,2023-03-01,-0.68,李恒,开放申购,0.0
015984,金鹰碳中和混合发起式A,金鹰基金,混合型-偏股,22/11/28～23/02/27,0.18,2023-03-01,-0.64,李恒,开放申购,0.15
014700,东方高端制造混合C,东方基金,混合型-偏股,22/11/28～23/02/27,2.28,2023-03-01,-0.53,李瑞,开放申购,0.0
017049,富安达产业优选混合C,富安达基金,混合型-偏股,22/11/28～23/02/27,2.62,2023-03-01,0.09,李守峰,开放申购,0.0
014699,东方高端制造混合A,东方基金,混合型-偏股,22/11/28～23/02/27,2.28,2023-03-01,-0.48,李瑞,开放申购,0.15
017183,中信建投中证同业存单AAA指数7天持有期,中信建投基金,混合型-偏债,22/11/28～22/12/20,2.02,2022-12-23,0.26,潘泓宇,限大额,0.0
017111,申万菱信中证同业存单AAA指数7天持有,申万菱信基金,混合型-偏债,22/11/28～22/12/09,36.95,2022-12-13,0.75,沈科,限大额,0.0
017034,中信建投科技主题6个月持有混合A,中信建投基金,混合型-偏股,22/11/28～22/12/09,6.84,2022-12-15,-13.94,周紫光,开放申购,0.15
